"atc","parent","sv","en"
"L04AA07","L04AA","Glatiramer acetat","Glatiramer acetate"
"L04AA10","L04AA","Sirolimus","Sirolimus"
"L04AA11","L04AA","Etanercept","Etanercept"
"L04AA13","L04AA","Leflunomid","Leflunomide"
"L04AA15","L04AA","Alefacept","Alefacept"
"L04AA17","L04AA","Adalimumab","Adalimumab"
"L04AA18","L04AA","Everolimus","Everolimus"
"L04AA19","L04AA","Gusperimus","Gusperimus"
"L04AA21","L04AA","Efalizumab","Efalizumab"
"L04AA22","L04AA","Abetimus","Abetimus"
"L04AA23","L04AA","Natalizumab","Natalizumab"
"L04AA24","L04AA","Abatacept","Abatacept"
"L04AA25","L04AA","Ekulizumab","Eculizumab"
"L04AA26","L04AA","Belimumab","Belimumab"
"L04AA27","L04AA","Fingolimod","Fingolimod"
"L04AA28","L04AA","Belatacept","Belatacept"
"L04AA29","L04AA","Tofacitinib","Tofacitinib"
"L04AA31","L04AA","Teriflunomid","Teriflunomide"
"L04AA32","L04AA","Apremilast","Apremilast"
"L04AA33","L04AA","Vedolizumab","Vedolizumab"
"L04AA34","L04AA","Alemtuzumab","Alemtuzumab"
"L04AA35","L04AA","Begelomab","Begelomab"
"L04AA36","L04AA","Okrelizumab","Ocrelizumab"
"L04AA37","L04AA","Baricitinib","Baricitinib"
"L04AA38","L04AA","Ozanimod","Ozanimod"
"L04AA39","L04AA","Emapalumab","Emapalumab"
"L04AA40","L04AA","Kladribin","Cladribine"
"L04AA41","L04AA","Imlifidas","Imlifidase"
"L04AA42","L04AA","Siponimod","Siponimod"
"L04AA43","L04AA","Ravulizumab","Ravulizumab"
"L04AA44","L04AA","Upadacitinib","Upadacitinib"
"L04AA45","L04AA","Filgotinib","Filgotinib"
"L04AA46","L04AA","Itacitinib","Itacitinib"
"L04AA47","L04AA","Inebilizumab","Inebilizumab"
"L04AA48","L04AA","Belumosudil","Belumosudil"
"L04AA49","L04AA","Peficitinib","Peficitinib"
"L04AA50","L04AA","Ponesimod","Ponesimod"
"L04AA51","L04AA","Anifrolumab","Anifrolumab"
"L04AA52","L04AA","Ofatumumab","Ofatumumab"
"L04AA53","L04AA","Teprotumumab","Teprotumumab"
"L04AA54","L04AA","Pegcetakoplan","Pegcetacoplan"
"L04AA55","L04AA","Sutimlimab","Sutimlimab"
"L04AA56","L04AA","Deukravacitinib","Deucravacitinib"
"L04AA57","L04AA","Ublituximab","Ublituximab"
"L04AA58","L04AA","Efgartigimod alfa","Efgartigimod alfa"
"L04AA59","L04AA","Avakopan","Avacopan"
"L04AA60","L04AA","Remibrutinib","Remibrutinib"
"L04AB","L04A","Tumörnekrosfaktor alfa (TNF-) hämmare","Tumor necrosis factor alpha (TNF-) inhibitors"
"L04AB01","L04AB","Etanercept","Etanercept"
"L04AB02","L04AB","Infliximab","Infliximab"
"L04AB03","L04AB","Afelimomab","Afelimomab"
"L04AB04","L04AB","Adalimumab","Adalimumab"
"L04AB05","L04AB","Certolizumabpegol","Certolizumab pegol"
"L04AB06","L04AB","Golimumab","Golimumab"
"L04AB07","L04AB","Opinercept","Opinercept"
"L04AC","L04A","Interleukinhämmare","Interleukin inhibitors"
"L04AC01","L04AC","Daklizumab","Daclizumab"
"L04AC02","L04AC","Basiliximab","Basiliximab"
"L04AC03","L04AC","Anakinra","Anakinra"
"L04AC04","L04AC","Rilonacept","Rilonacept"
"L04AC05","L04AC","Ustekinumab","Ustekinumab"
"L04AC06","L04AC","Mepolizumab","Mepolizumab"
"L04AC07","L04AC","Tocilizumab","Tocilizumab"
"L04AC08","L04AC","Kanakinumab","Canakinumab"
"L04AC09","L04AC","Briakinumab","Briakinumab"
"L04AC10","L04AC","Sekukinumab","Secukinumab"
"L04AC11","L04AC","Siltuximab","Siltuximab"
"L04AC12","L04AC","Brodalumab","Brodalumab"
"L04AC13","L04AC","Ixekizumab","Ixekizumab"
"L04AC14","L04AC","Sarilumab","Sarilumab"
"L04AC15","L04AC","Sirukumab","Sirukumab"
"L04AC16","L04AC","Guselkumab","Guselkumab"
"L04AC17","L04AC","Tildrakizumab","Tildrakizumab"
"L04AC18","L04AC","Risankizumab","Risankizumab"
"L04AC19","L04AC","Satralizumab","Satralizumab"
"L04AC20","L04AC","Netakimab","Netakimab"
"L04AC21","L04AC","Bimekizumab","Bimekizumab"
"L04AC22","L04AC","Spesolimab","Spesolimab"
"L04AC23","L04AC","Olokizumab","Olokizumab"
"L04AC24","L04AC","Mirikizumab","Mirikizumab"
"L04AC25","L04AC","Levilimab","Levilimab"
"L04AC26","L04AC","Goflikicept","Goflikicept"
"L04AD","L04A","Kalcineurinhämmare","Calcineurin inhibitors"
"L04AD01","L04AD","Ciklosporin","Ciclosporin"
"L04AD02","L04AD","Takrolimus","Tacrolimus"
"L04AD03","L04AD","Voklosporin","Voclosporin"
"L04AE","L04A","Sfingosin-1-fosfat (S1P) receptormodulatorer","Sphingosine-1-phosphate (S1P) receptor modulators"
"L04AE01","L04AE","Fingolimod","Fingolimod"
"L04AE02","L04AE","Ozanimod","Ozanimod"
"L04AE03","L04AE","Siponimod","Siponimod"
"L04AE04","L04AE","Ponesimod","Ponesimod"
"L04AE05","L04AE","Etrasimod","Etrasimod"
"L04AF","L04A","Janus-associerat kinas (JAK) hämmare","Janus-associated kinase (JAK) inhibitors"
"L04AF01","L04AF","Tofacitinib","Tofacitinib"
"L04AF02","L04AF","Baricitinib","Baricitinib"
"L04AF03","L04AF","Upadacitinib","Upadacitinib"
"L04AF04","L04AF","Filgotinib","Filgotinib"
"L04AF05","L04AF","Itacitinib","Itacitinib"
"L04AF06","L04AF","Peficitinib","Peficitinib"
"L04AF07","L04AF","Deukravacitinib","Deucravacitinib"
"L04AF08","L04AF","Ritlecitinib","Ritlecitinib"
"L04AG","L04A","Monoklonala antikroppar","Monoclonal antibodies"
"L04AG01","L04AG","Muromonab-CD3","Muromonab-CD3"
"L04AG02","L04AG","Efalizumab","Efalizumab"
"L04AG03","L04AG","Natalizumab","Natalizumab"
"L04AG04","L04AG","Belimumab","Belimumab"
"L04AG05","L04AG","Vedolizumab","Vedolizumab"
"L04AG06","L04AG","Alemtuzumab","Alemtuzumab"
"L04AG07","L04AG","Begelomab","Begelomab"
"L04AG08","L04AG","Okrelizumab","Ocrelizumab"
"L04AG09","L04AG","Emapalumab","Emapalumab"
"L04AG10","L04AG","Inebilizumab","Inebilizumab"
"L04AG11","L04AG","Anifrolumab","Anifrolumab"
"L04AG12","L04AG","Ofatumumab","Ofatumumab"
"L04AG13","L04AG","Teprotumumab","Teprotumumab"
"L04AG14","L04AG","Ublituximab","Ublituximab"
"L04AG15","L04AG","Divozilimab","Divozilimab"
"L04AG16","L04AG","Rozanolixizumab","Rozanolixizumab"
"L04AG17","L04AG","Seniprutug","Seniprutug"
"L04AH","L04A","Mammalian target of rapamycin (mTOR) kinashämmare","Mammalian target of rapamycin (mTOR) kinase inhibitors"
"L04AH01","L04AH","Sirolimus","Sirolimus"
"L04AH02","L04AH","Everolimus","Everolimus"
"L04AJ","L04A","Komplementhämmare","Complement inhibitors"
"L04AJ01","L04AJ","Ekulizumab","Eculizumab"
"L04AJ02","L04AJ","Ravulizumab","Ravulizumab"
"L04AJ03","L04AJ","Pegcetakoplan","Pegcetacoplan"
"L04AJ04","L04AJ","Sutimlimab","Sutimlimab"
"L04AJ05","L04AJ","Avakopan","Avacopan"
"L04AJ06","L04AJ","Zilukoplan","Zilucoplan"
"L04AJ07","L04AJ","Krovalimab","Crovalimab"
"L04AJ08","L04AJ","Iptakopan","Iptacopan"
"L04AJ09","L04AJ","Danikopan","Danicopan"
"L04AJ10","L04AJ","Vilobelimab","Vilobelimab"
"L04AJ11","L04AJ","Pozelimab","Pozelimab"
"L04AK","L04A","Dihydroorotatdehydrogenas  (DHODH) hämmare","Dihydroorotate dehydrogenase (DHODH) inhibitors"
"L04AK01","L04AK","Leflunomid","Leflunomide"
"L04AK02","L04AK","Teriflunomid","Teriflunomide"
"L04AX","L04A","Övriga immunsuppressiva medel","Other immunosuppressants"
"L04AX01","L04AX","Azatioprin","Azathioprine"
"L04AX02","L04AX","Talidomid","Thalidomide"
"L04AX03","L04AX","Metotrexat","Methotrexate"
"L04AX04","L04AX","Lenalidomid","Lenalidomide"
"L04AX05","L04AX","Pirfenidon","Pirfenidone"
"L04AX06","L04AX","Pomalidomid","Pomalidomide"
"L04AX07","L04AX","Dimetylfumarat","Dimethyl fumarate"
"L04AX08","L04AX","Darvadstrocel","Darvadstrocel"
"L04AX09","L04AX","Diroximelfumarat","Diroximel fumarate"
"L04AX10","L04AX","Tegomilfumarat","Tegomil fumarate"
"M",NA,"Rörelseapparaten","Musculo-skeletal system"
"M01","M","Antiinflammatoriska och antireumatiska medel","Antiinflammatory and antirheumatic products"
"M01A","M01","Antiinflammatoriska och antireumatiska medel, icke-steroida","Antiinflammatory and antirheumatic products, non-steroids"
"M01AA","M01A","Butylpyrazolidiner","Butylpyrazolidines"
"M01AA01","M01AA","Fenylbutazon","Phenylbutazone"
"M01AA02","M01AA","Mofebutazon","Mofebutazone"
"M01AA03","M01AA","Oxifenbutazon","Oxyphenbutazone"
"M01AA04","M01AA","Azapropazon","Azapropazone"
"M01AA05","M01AA","Klofezon","Clofezone"
"M01AA06","M01AA","Kebuzon","Kebuzone"
"M01AB","M01A","Ättiksyraderivat och närbesläktade substanser","Acetic acid derivatives and related substances"
"M01AB01","M01AB","Indometacin","Indometacin"
"M01AB02","M01AB","Sulindak","Sulindac"
"M01AB03","M01AB","Tolmetin","Tolmetin"
"M01AB04","M01AB","Zomepirak","Zomepirac"
"M01AB05","M01AB","Diklofenak","Diclofenac"
"M01AB06","M01AB","Alklofenak","Alclofenac"
"M01AB07","M01AB","Bumadizon","Bumadizone"
"M01AB08","M01AB","Etodolak","Etodolac"
"M01AB09","M01AB","Lonazolak","Lonazolac"
"M01AB10","M01AB","Fentiazak","Fentiazac"
"M01AB11","M01AB","Acemetacin","Acemetacin"
"M01AB12","M01AB","Difenpiramid","Difenpiramide"
"M01AB13","M01AB","Oxametacin","Oxametacin"
"M01AB14","M01AB","Proglumetacin","Proglumetacin"
"M01AB15","M01AB","Ketorolak","Ketorolac"
"M01AB16","M01AB","Aceklofenak","Aceclofenac"
"M01AB17","M01AB","Bufexamak","Bufexamac"
"M01AB51","M01AB","Indometacin, kombinationer","Indometacin, combinations"
"M01AB55","M01AB","Diklofenak, kombinationer","Diclofenac, combinations"
"M01AC","M01A","Oxikamer","Oxicams"
"M01AC01","M01AC","Piroxikam","Piroxicam"
"M01AC02","M01AC","Tenoxikam","Tenoxicam"
"M01AC04","M01AC","Droxikam","Droxicam"
"M01AC05","M01AC","Lornoxikam","Lornoxicam"
"M01AC06","M01AC","Meloxikam","Meloxicam"
"M01AC56","M01AC","Meloxikam, kombinationer","Meloxicam, combinations"
"M01AE","M01A","Propionsyraderivat","Propionic acid derivatives"
"M01AE01","M01AE","Ibuprofen","Ibuprofen"
"M01AE02","M01AE","Naproxen","Naproxen"
"M01AE03","M01AE","Ketoprofen","Ketoprofen"
"M01AE04","M01AE","Fenoprofen","Fenoprofen"
"M01AE05","M01AE","Fenbufen","Fenbufen"
"M01AE06","M01AE","Benoxaprofen","Benoxaprofen"
"M01AE07","M01AE","Suprofen","Suprofen"
"M01AE08","M01AE","Pirprofen","Pirprofen"
"M01AE09","M01AE","Flurbiprofen","Flurbiprofen"
"M01AE10","M01AE","Indoprofen","Indoprofen"
"M01AE11","M01AE","Tiaprofensyra","Tiaprofenic acid"
"M01AE12","M01AE","Oxaprozin","Oxaprozin"
"M01AE13","M01AE","Ibuproxam","Ibuproxam"
"M01AE14","M01AE","Dexibuprofen","Dexibuprofen"
"M01AE15","M01AE","Flunoxaprofen","Flunoxaprofen"
"M01AE16","M01AE","Alminoprofen","Alminoprofen"
"M01AE17","M01AE","Dexketoprofen","Dexketoprofen"
"M01AE18","M01AE","Naproxcinod","Naproxcinod"
"M01AE19","M01AE","Loxoprofen","Loxoprofen"
"M01AE20","M01AE","Pelubiprofen","Pelubiprofen"
"M01AE51","M01AE","Ibuprofen, kombinationer","Ibuprofen, combinations"
"M01AE52","M01AE","Naproxen och esomeprazol","Naproxen and esomeprazole"
"M01AE53","M01AE","Ketoprofen, kombinationer","Ketoprofen, combinations"
"M01AE56","M01AE","Naproxen och misoprostol","Naproxen and misoprostol"
"M01AE57","M01AE","Naproxen och difenhydramin","Naproxen and diphenhydramine"
"M01AG","M01A","Fenamater","Fenamates"
"M01AG01","M01AG","Mefenamsyra","Mefenamic acid"
"M01AG02","M01AG","Tolfenamsyra","Tolfenamic acid"
"M01AG03","M01AG","Flufenamsyra","Flufenamic acid"
"M01AG04","M01AG","Meklofenamsyra","Meclofenamic acid"
"M01AH","M01A","Coxiber","Coxibs"
"M01AH01","M01AH","Celecoxib","Celecoxib"
"M01AH02","M01AH","Rofecoxib","Rofecoxib"
"M01AH03","M01AH","Valdecoxib","Valdecoxib"
"M01AH04","M01AH","Parecoxib","Parecoxib"
"M01AH05","M01AH","Etoricoxib","Etoricoxib"
"M01AH06","M01AH","Lumiracoxib","Lumiracoxib"
"M01AH07","M01AH","Polmacoxib","Polmacoxib"
"M01AX","M01A","Övriga icke-steroida antiinflammatoriska och antireumatiska medel","Other antiinflammatory and antirheumatic agents, non-steroids"
"M01AX01","M01AX","Nabumeton","Nabumetone"
"M01AX02","M01AX","Nifluminsyra","Niflumic acid"
"M01AX03","M01AX","Ketorolak","Ketorolac"
"M01AX04","M01AX","Azapropazon","Azapropazone"
"M01AX05","M01AX","Glukosamin","Glucosamine"
"M01AX07","M01AX","Bensydamin","Benzydamine"
"M01AX12","M01AX","Glukosaminoglykanpolysulfat","Glucosaminoglycan polysulfate"
"M01AX13","M01AX","Prokvazon","Proquazone"
"M01AX14","M01AX","Orgotein","Orgotein"
"M01AX17","M01AX","Nimesulid","Nimesulide"
"M01AX18","M01AX","Feprazon","Feprazone"
"M01AX21","M01AX","Diacerein","Diacerein"
"M01AX22","M01AX","Morniflumat","Morniflumate"
"M01AX23","M01AX","Tenidap","Tenidap"
"M01AX24","M01AX","Oxaceprol","Oxaceprol"
"M01AX25","M01AX","Kondroitinsulfat","Chondroitin sulfate"
"M01AX26","M01AX","Avokado- och sojaolja, ej förtvålbara","Avocado and soyabean oil, unsaponifiables"
"M01AX68","M01AX","Feprazon, kombinationer","Feprazone, combinations"
"M01B","M01","Antiinflammatoriska/antireumatiska medel i kombination","Antiinflammatory/antirheumatic agents in combination"
"M01BA","M01B","Antiinflammatoriska/antireumatiska medel i kombination med kortikosteroider","Antiinflammatory/antirheumatic agents in combination with corticosteroids"
"M01BA01","M01BA","Fenylbutazon och kortikosteroider","Phenylbutazone and corticosteroids"
"M01BA02","M01BA","Dipyrocetyl och kortikosteroider","Dipyrocetyl and corticosteroids"
"M01BA03","M01BA","Acetylsalicylsyra och kortikosteroider","Acetylsalicylic acid and corticosteroids"
"M01BX","M01B","Övriga kombinationer med antiinflammatoriska/antireumatiska medel","Other antiinflammatory/antirheumatic agents in combination with other drugs"
"M01C","M01","Specifika antireumatiska medel","Specific antirheumatic agents"
"M01CA","M01C","Kinolinderivat","Quinolines"
"M01CA03","M01CA","Oxycinkofen","Oxycinchophen"
"M01CB","M01C","Guldpreparat","Gold preparations"
"M01CB01","M01CB","Natriumaurotiomalat","Sodium aurothiomalate"
"M01CB02","M01CB","Natriumaurotiosulfat","Sodium aurotiosulfate"
"M01CB03","M01CB","Auranofin","Auranofin"
"M01CB04","M01CB","Aurotioglukos","Aurothioglucose"
"M01CB05","M01CB","Aurotioprol","Aurotioprol"
"M01CC","M01C","Penicillamin och liknande medel","Penicillamine and similar agents"
"M01CC01","M01CC","Penicillamin","Penicillamine"
"M01CC02","M01CC","Bucillamin","Bucillamine"
"M01CX","M01C","Övriga specifika antireumatiska medel","Other specific antirheumatic agents"
"M02","M","Utvärtes medel vid led- och muskelsmärtor","Topical products for joint and muscular pain"
"M02A","M02","Utvärtes medel vid led- och muskelsmärtor","Topical products for joint and muscular pain"
"M02AA","M02A","Antiinflammatoriska medel, icke-steroider för utvärtes bruk","Antiinflammatory preparations, non-steroids for topical use"
"M02AA01","M02AA","Fenylbutazon","Phenylbutazone"
"M02AA02","M02AA","Mofebutazon","Mofebutazone"
"M02AA03","M02AA","Klofezon","Clofezone"
"M02AA04","M02AA","Oxyfenbutazon","Oxyphenbutazone"
"M02AA05","M02AA","Bensydamin","Benzydamine"
"M02AA06","M02AA","Etofenamat","Etofenamate"
"M02AA07","M02AA","Piroxikam","Piroxicam"
"M02AA08","M02AA","Felbinak","Felbinac"
"M02AA09","M02AA","Bufexamak","Bufexamac"
"M02AA10","M02AA","Ketoprofen","Ketoprofen"
"M02AA11","M02AA","Bendazak","Bendazac"
"M02AA12","M02AA","Naproxen","Naproxen"
"M02AA13","M02AA","Ibuprofen","Ibuprofen"
"M02AA14","M02AA","Fentiazak","Fentiazac"
"M02AA15","M02AA","Diklofenak","Diclofenac"
"M02AA16","M02AA","Feprazon","Feprazone"
"M02AA17","M02AA","Nifluminsyra","Niflumic acid"
"M02AA18","M02AA","Meklofenamsyra","Meclofenamic acid"
"M02AA19","M02AA","Flurbiprofen","Flurbiprofen"
"M02AA21","M02AA","Tolmetin","Tolmetin"
"M02AA22","M02AA","Suxibuzon","Suxibuzone"
"M02AA23","M02AA","Indometacin","Indometacin"
"M02AA24","M02AA","Nifenazon","Nifenazone"
"M02AA25","M02AA","Aceklofenak","Aceclofenac"
"M02AA26","M02AA","Nimesulid","Nimesulide"
"M02AA27","M02AA","Dexketoprofen","Dexketoprofen"
"M02AA28","M02AA","Piketoprofen","Piketoprofen"
"M02AA29","M02AA","Esflurbiprofen","Esflurbiprofen"
"M02AA31","M02AA","Loxoprofen","Loxoprofen"
"M02AB","M02A","Kapsaicin och liknande medel","Capsaicin and similar agents"
"M02AB01","M02AB","Kapsaicin","Capsaicin"
"M02AB02","M02AB","Zukapsaicin","Zucapsaicin"
"M02AC","M02A","Salicylsyraderivat","Preparations with salicylic acid derivatives"
"M02AX","M02A","Övriga utvärtes medel för led- och muskelsmärtor","Other topical products for joint and muscular pain"
"M02AX02","M02AX","Tolazolin","Tolazoline"
"M02AX03","M02AX","Dimetylsulfoxid","Dimethyl sulfoxide"
"M02AX05","M02AX","Idrocilamid","Idrocilamide"
"M02AX06","M02AX","Tolperison","Tolperisone"
"M02AX10","M02AX","Övrigt","Various"
"M03","M","Muskelavslappande medel","Muscle relaxants"
"M03A","M03","Muskelavslappande medel, perifert verkande","Muscle relaxants, peripherally acting agents"
"M03AA","M03A","Kurarealkaloider","Curare alkaloids"
"M03AA01","M03AA","Alkuron","Alcuronium"
"M03AA02","M03AA","Tubokurarin","Tubocurarine"
"M03AA04","M03AA","Dimetyltubokurarin","Dimethyltubocurarine"
"M03AB","M03A","Kolinderivat","Choline derivatives"
"M03AB01","M03AB","Suxametonium","Suxamethonium"
"M03AB15","M03AB","Ketorolak","Ketorolac"
"M03AC","M03A","Övriga kvartära ammoniumföreningar","Other quaternary ammonium compounds"
"M03AC01","M03AC","Pankuronium","Pancuronium"
"M03AC02","M03AC","Gallamin","Gallamine"
"M03AC03","M03AC","Vekuronium","Vecuronium"
"M03AC04","M03AC","Atrakurium","Atracurium"
"M03AC05","M03AC","Hexafluronium","Hexafluronium"
"M03AC06","M03AC","Pipekuronbromid","Pipecuronium bromide"
"M03AC07","M03AC","Doxakuriumklorid","Doxacurium chloride"
"M03AC08","M03AC","Fazadiniumbromid","Fazadinium bromide"
"M03AC09","M03AC","Rokuroniumbromid","Rocuronium bromide"
"M03AC10","M03AC","Mivakuriumklorid","Mivacurium chloride"
"M03AC11","M03AC","Cisatrakurium","Cisatracurium"
"M03AX","M03A","Övriga muskelavslappande medel, perifert verkande","Other muscle relaxants, peripherally acting agents"
"M03AX01","M03AX","Botulinum toxin","Botulinum toxin"
"M03B","M03","Muskelavslappande medel, centralt verkande","Muscle relaxants, centrally acting agents"
"M03BA","M03B","Karbaminsyraestrar","Carbamic acid esters"
"M03BA01","M03BA","Fenprobamat","Phenprobamate"
"M03BA02","M03BA","Karisoprodol","Carisoprodol"
"M03BA03","M03BA","Metokarbamol","Methocarbamol"
"M03BA04","M03BA","Styramat","Styramate"
"M03BA05","M03BA","Febarbamat","Febarbamate"
"M03BA51","M03BA","Fenprobamat, kombinationer exkl. psykoleptika","Phenprobamate, combinations excl. psycholeptics"
"M03BA52","M03BA","Karisoprodol, kombinationer exkl. psykoleptika","Carisoprodol, combinations excl. psycholeptics"
"M03BA53","M03BA","Metokarbamol, kombinationer exkl. psykoleptika","Methocarbamol, combinations excl. psycholeptics"
"M03BA71","M03BA","Fenprobamat i kombination med psykoleptika","Phenprobamate, combinations with psycholeptics"
"M03BA72","M03BA","Karisoprodol, kombinationer med psykoleptika","Carisoprodol, combinations with psycholeptics"
"M03BA73","M03BA","Metokarbamol i kombination med psykoleptika","Methocarbamol, combinations with psycholeptics"
"M03BB","M03B","Oxazol-, tiazin- och triazinderivat","Oxazol, thiazine, and triazine derivatives"
"M03BB02","M03BB","Klormezanon","Chlormezanone"
"M03BB03","M03BB","Klorzoxazon","Chlorzoxazone"
"M03BB52","M03BB","Klormezanon, kombinationer exkl. psykoleptika","Chlormezanone, combinations excl. psycholeptics"
"M03BB53","M03BB","Klorzoxazon, kombinationer exkl. psykoleptika","Chlorzoxazone, combinations excl. psycholeptics"
"M03BB72","M03BB","Klormezanon i kombination med psykoleptika","Chlormezanone, combinations with psycholeptics"
"M03BB73","M03BB","Klorzoxazon, kombinationer med psykoleptika","Chlorzoxazone, combinations with psycholeptics"
"M03BC","M03B","Etrar, kemiskt besläktade med antihistaminer","Ethers, chemically close to antihistamines"
"M03BC01","M03BC","Orfenadrin","Orphenadrine (citrate)"
"M03BC51","M03BC","Orfenadrin, kombinationer","Orphenadrine, combinations"
"M03BX","M03B","Övriga muskelavslappande medel, centralt verkande","Other centrally acting agents"
"M03BX01","M03BX","Baklofen","Baclofen"
"M03BX02","M03BX","Tizanidin","Tizanidine"
"M03BX03","M03BX","Pridinol","Pridinol"
"M03BX04","M03BX","Tolperison","Tolperisone"
"M03BX05","M03BX","Tiokolkikosid","Thiocolchicoside"
"M03BX06","M03BX","Mefenesin","Mephenesin"
"M03BX07","M03BX","Tetrazepam","Tetrazepam"
"M03BX08","M03BX","Cyklobenzaprin","Cyclobenzaprine"
"M03BX09","M03BX","Eperison","Eperisone"
"M03BX30","M03BX","Feniramidol","Fenyramidol"
"M03BX53","M03BX","Pridinol, kombinationer","Pridinol, combinations"
"M03BX55","M03BX","Tiokolkikosid, kombinationer","Thiocolchicoside, combinations"
"M03C","M03","Muskelavslappande medel, direktverkande","Muscle relaxants, directly acting agents"
"M03CA","M03C","Dantrolen och derivat","Dantrolene and derivatives"
"M03CA01","M03CA","Dantrolen","Dantrolene"
"M04","M","Giktmedel","Antigout preparations"
"M04A","M04","Giktmedel","Antigout preparations"
"M04AA","M04A","Medel som hämmar produktionen av urinsyra","Preparations inhibiting uric acid production"
"M04AA01","M04AA","Allopurinol","Allopurinol"
"M04AA02","M04AA","Tisopurin","Tisopurine"
"M04AA03","M04AA","Febuxostat","Febuxostat"
"M04AA51","M04AA","Allopurinol, kombinationer","Allopurinol, combinations"
"M04AB","M04A","Medel som ökar utsöndringen av urinsyra","Preparations increasing uric acid excretion"
"M04AB01","M04AB","Probenecid","Probenecid"
"M04AB02","M04AB","Sulfinpyrazon","Sulfinpyrazone"
"M04AB03","M04AB","Bensbromaron","Benzbromarone"
"M04AB04","M04AB","Isobromindion","Isobromindione"
"M04AB05","M04AB","Lesinurad","Lesinurad"
"M04AC","M04A","Medel utan effekt på urinsyrametabolismen","Preparations with no effect on uric acid metabolism"
"M04AC01","M04AC","Kolkicin","Colchicine"
"M04AC02","M04AC","Cinkofen","Cinchophen"
"M04AC51","M04AC","Kolkicin och probenecid","Colchicine and probenecid"
"M04AX","M04A","Övriga giktmedel","Other antigout preparations"
"M04AX01","M04AX","Uratoxidas","Urate oxidase"
"M04AX02","M04AX","Peglotikas","Pegloticase"
